Go.	Geh.
We're kidding.	Wir machen nur Spaß.
We're lawyers.	Wir sind Rechtsanwälte.
We're leaving.	Wir gehen.
We're leaving.	Wir verschwinden.
We're married.	Wir sind verheiratet.
We're nervous.	Wir sind nervös.
We're parents.	Wir sind Eltern.
We're patient.	Wir sind geduldig.
We're popular.	Wir sind beliebt.
We're reading.	Wir lesen gerade.
We're reading.	Wir sind dabei, zu lesen.
We're reading.	Wir sind am Lesen.
We're shocked.	Wir sind schockiert.
We're sinking.	Wir sinken.
We're so busy.	Wir sind so beschäftigt!
We're special.	Wir sind besonders.
We're stalled.	Wir sind ins Stocken geraten.
We're staying.	Wir bleiben.
We're tailors.	Wir sind Schneider.
We're tailors.	Wir sind Schneiderinnen.
We're trapped!	Wir sitzen in der Falle!
We're unhappy.	Wir sind unglücklich.
We're unlucky.	Wir haben Pech.
We're unusual.	Wir sind ungewöhnlich.
We're up next.	Wir sind als nächste dran.
We're useless.	Wir sind nutzlos.
We're waiting.	Wir warten.
We're walking.	Wir gehen zu Fuß.
We're wealthy.	Wir sind wohlhabend.
We're winners.	Wir sind Gewinner.
We're winning.	Wir sind dabei zu gewinnen.
We're winning.	Wir sind am Gewinnen.
We're working.	Wir arbeiten.
We're worried.	Wir machen uns Sorgen.
We're worried.	Wir sind besorgt.
We've arrived.	Wir sind da.
We've arrived.	Wir sind angekommen.
We've done OK.	Wir haben uns ganz gut geschlagen.
We've made it.	Wir haben es geschafft!
We've made it.	Wir haben es geschafft.
Were you busy?	Warst du beschäftigt?
Were you busy?	Waren Sie beschäftigt?
Were you busy?	Wart ihr beschäftigt?
Were you shot?	Wurdest du angeschossen?
Were you shot?	Wurden Sie angeschossen?
Were you sick?	Warst du krank?
Were you sick?	Waren Sie krank?
Were you sick?	Wart ihr krank?
What a hassle!	Was für ein Zirkus!
What a relief!	Was für eine Erleichterung!
What about me?	Und ich?
What about us?	Was ist mit uns?
What an idiot!	Was für ein Idiot!
What are they?	Was sind diese Dinge?
What can I do?	Was kann ich tun?
What can I do?	Was kann ich machen?
What did I do?	Was habe ich getan?
What do I get?	Was bekomme ich?
What do I owe?	Was bin ich schuldig?
What happened?	Was passierte?
What happened?	Was ist geschehen?
What happened?	Was war los?
What happened?	Was hat sich zugetragen?
What is truth?	Was ist Wahrheit?
What nonsense!	Was für ein Unsinn!
What was left?	Was ist übriggeblieben?
What was left?	Was blieb übrig?
What was that?	Was war das?
What was that?	Was war das denn?
What'll it be?	Was darf’s denn sein?
What'll it be?	Was darf es sein?
What's an elf?	Was ist eine Elbe?
What's inside?	Was ist drin?
What's it for?	Wozu benutzt man das?
When do we go?	Wann gehen wir?
When's dinner?	Wann gibt's Abendbrot?
Where are you?	Wo bist du?
Where are you?	Wo seid ihr?
Where are you?	Wo sind Sie?
Where is that?	Wo ist das?
Where was Tom?	Wo war Tom?
Which is mine?	Welches ist meine?
Who asked you?	Wer hat dich denn gefragt?
Who called me?	Wer hat mich gerufen?
Who called me?	Wer hat mich angerufen?
Who disagreed?	Wer war anderer Meinung?
Who does that?	Wer macht das?
Who found Tom?	Wer hat Tom gefunden?
Who found her?	Wer hat sie gefunden?
Who found him?	Wer hat ihn gefunden?
Who found you?	Wer hat dich gefunden?
Who found you?	Wer hat euch gefunden?
Who found you?	Wer hat Sie gefunden?
Who helps her?	Wer hilft ihr?
Who hired you?	Wer hat dich angestellt?
Who hired you?	Wer hat Sie angestellt?
Who is absent?	Wer fehlt?
Who likes Tom?	Wer mag Tom?
Who remembers?	Wer erinnert sich?
Who responded?	Wer hat geantwortet?
Who said that?	Wer hat das gesagt?
Who says that?	Wer sagt das?
Who sent this?	Wer hat das geschickt?
Who sent this?	Wer hat den geschickt?
Who sent this?	Wer hat die geschickt?
Who succeeded?	Wer war erfolgreich?
Who wants tea?	Wer will Tee?
Who was right?	Wer hatte recht?
Who's dieting?	Wer ist auf Diät?
Who's fasting?	Wer fastet?
Who's fasting?	Wer fastet gerade?
Who's humming?	Wer summt?
Who's missing?	Wer fehlt?
Who's staying?	Wer bleibt?
Who's talking?	Wer spricht gerade?
Who's thirsty?	Wer hat Durst?
Who's winning?	Wer gewinnt?
Who's winning?	Wer ist am Gewinnen?
Whose is that?	Wem gehört das?
Whose is this?	Wem gehört das?
Why am I here?	Warum bin ich hier?
Why blame Tom?	Wieso Tom die Schuld zuschieben?
Why change it?	Wozu es ändern?
Will Tom sing?	Wird Tom singen?
Will she come?	Wird sie kommen?
Will you help?	Hilfst du mit?
Women hate me.	Frauen hassen mich.
Write it down.	Schreib’s auf!
You all right?	Ist mit Ihnen alles in Ordnung?
You are crazy.	Du bist verrückt.
You are drunk!	Du bist besoffen!
You are drunk!	Du bist betrunken!
You are drunk!	Sie sind betrunken!
You are lying.	Du lügst.
You are wrong.	Du irrst dich.
You are wrong.	Ihr irrt euch.
You are wrong.	Sie irren sich.
You aren't me.	Du bist nicht ich.
You better go.	Du gehst besser.
You better go.	Geh mal lieber.
You can do it.	Du kannst das machen!
You can do it.	Du kannst es schaffen.
You can do it.	Du schaffst das!
You can't win.	Es ist aussichtslos.
You don't say.	Wirklich?
You don't say.	Echt?
You eat a lot.	Du isst ganz schön viel.
You have mail.	Sie haben Post.
You have mail.	Du hast Post.
You have time.	Du hast Zeit.
You have time.	Sie haben Zeit.
You have time.	Ihr habt Zeit.
You have wine.	Du hast Wein.
You have wine.	Du trinkst Wein.
You hypocrite!	Du Heuchler!
You hypocrite!	Sie Heuchler!
You keep them.	Die können Sie ruhig behalten.
You keep them.	Die kannst du ruhig behalten.
You keep them.	Die könnt ihr ruhig behalten.
You know that.	Du weißt das.
You know this.	Du weißt das.
You look busy.	Du siehst beschäftigt aus.
You look busy.	Ihr seht beschäftigt aus.
You look busy.	Sie sehen beschäftigt aus.
You look fine.	Du siehst gut aus.
You look good.	Gut schaust du aus.
You look good.	Gut siehst du aus.
You look pale.	Du siehst blass aus.
You look sick.	Du siehst krank aus.
You look sick.	Du wirkst krank.
You may enter.	Du kannst reinkommen.
You may enter.	Ihr könnt reinkommen.
You may enter.	Sie können reinkommen.
You may go in.	Du kannst hineingehen.
You must come.	Du musst kommen.
You must come.	Sie müssen kommen.
You must stay.	Du musst hier bleiben.
You must work.	Du musst arbeiten.
You must work.	Sie müssen arbeiten.
You need help.	Du brauchst Hilfe.
You need this.	Du brauchst das.
You never ask.	Du fragst nie.
You ruined it.	Du hast es verdorben.
You seem busy.	Du scheinst beschäftigt zu sein.
You seem busy.	Ihr scheint beschäftigt zu sein.
You seem busy.	Sie scheinen beschäftigt zu sein.
You seem down.	Du wirkst niedergeschlagen.
You should go.	Du solltest hingehen.
You should go.	Ihr solltet hingehen.
You should go.	Sie sollten hingehen.
You should go.	Du solltest gehen.
You should go.	Ihr solltet gehen.
You should go.	Sie sollten gehen.
You smell bad.	Du riechst schlecht.
You talk fast.	Sie sprechen schnell.
You were busy.	Du warst beschäftigt.
You were good.	Du warst gut.
You were late.	Du kamst zu spät.
You were nice.	Du warst nett.
You were rude.	Du warst unhöflich.
You were sick.	Sie waren krank.
You were sick.	Ihr wart krank.
You were sick.	Du warst krank.
You will fail.	Du wirst scheitern.
You won't win.	Du wirst nicht gewinnen.
You work hard.	Ihr arbeitet schwer.
You'd give up.	Du würdest aufgeben.
You'd like it.	Du würdest es mögen.
You'd love it.	Du würdest es lieben.
You'll get it.	Du wirst es verstehen.
You'll go far.	Du wirst weit kommen.
You'll see it.	Du wirst es sehen.
You're a fool.	Du bist ein Dummkopf.
You're a liar.	Du bist ein Lügner.
You're biased.	Du bist befangen.
You're biased.	Du bist voreingenommen.
You're famous.	Sie sind berühmt.
You're famous.	Du bist berühmt.
You're insane.	Du bist wahnsinnig.
You're insane.	Sie sind wahnsinnig.
You're joking!	Du machst wohl Witze!
You're joking!	Du beliebst wohl zu scherzen!
You're joking!	Ihr macht wohl Witze!
You're joking!	Sie machen wohl Witze!
You're joking!	Sie belieben wohl zu scherzen!
You're joking!	Ihr beliebt wohl zu scherzen!
You're losing.	Du verlierst.
You're modest.	Du bist bescheiden.
You're modest.	Ihr seid bescheiden.
You're modest.	Sie sind bescheiden.
You're morons.	Ihr seid Idioten.
You're morons.	Sie sind Idioten.
You're my age.	Du bist in meinem Alter.
You're my son.	Du bist mein Sohn.
You're not me.	Du bist nicht ich.
You're paying.	Du bezahlst.
You're paying.	Ihr bezahlt.
You're paying.	Sie bezahlen.
You're polite.	Du bist höflich.
You're polite.	Sie sind höflich.
You're polite.	Ihr seid höflich.
You're pretty.	Du bist hübsch.
You're skinny.	Du bist mager.
You're skinny.	Sie sind mager.
You're skinny.	Ihr seid mager.
You're so old.	Du bist ja so alt.
You're strong.	Du bist stark.
You're strong.	Sie sind stark.
You're strong.	Ihr seid stark.
You're stupid.	Du bist dumm.
You're stupid.	Du bist so dumm.
You're sweaty.	Du bist verschwitzt.
You're unfair.	Du bist unfair.
You're unfair.	Ihr seid unfair.
You're unfair.	Sie sind unfair.
You're unkind.	Du bist unfreundlich.
You're unkind.	Sie sind nicht nett.
You're unkind.	Sie sind wenig freundlich.
You're wicked.	Du bist verrucht.
You're wicked.	Ihr seid niederträchtig.
You're wicked.	Sie sind gemein.
A beer, please.	Ein Bier bitte.
A car's coming.	Ein Auto kommt.
A coke, please.	Eine Cola, bitte!
A fight ensued.	Es kam zum Kampf.
Act like a man.	Benimm dich wie ein Mann!
Add more water.	Gib mehr Wasser dazu.
Add more water.	Geben Sie mehr Wasser dazu.
Add more water.	Gebt mehr Wasser dazu.
After you, Tom.	Nach dir, Tom.
Ain't she cute?	Ist sie nicht süß?
All babies cry.	Alle kleinen Kinder weinen.
Allow me to go.	Gestatten Sie mir, zu gehen.
Am I a suspect?	Bin ich ein Tatverdächtiger?
Am I qualified?	Bin ich geeignet?
Am I safe here?	Bin ich hier sicher?
Am I too early?	Bin ich zu früh dran?
Apples are red.	Äpfel sind rot.
Are there kids?	Sind Kinder da?
Are these ours?	Sind das unsere?
Are these ours?	Gehören die uns?
Are they alive?	Sind sie am Leben?
Are we leaving?	Brechen wir auf?
Are we sinking?	Sinken wir?
Are you OK now?	Geht es dir jetzt gut?
Are you asleep?	Schläfst du?
Are you coming?	Kommst du?
Are you coming?	Kommen Sie?
Are you famous?	Sind Sie berühmt?
Are you famous?	Bist du berühmt?
Are you hiding?	Haben Sie sich versteckt?
Are you hiring?	Stellen Sie an?
Are you hiring?	Stellen Sie ein?
Are you honest?	Bist du ehrlich?
Are you hungry?	Hast du Hunger?
Are you hungry?	Habt ihr Hunger?
Are you hungry?	Haben Sie Hunger?
Are you joking?	Machst du Witze?
Are you joking?	Macht ihr Witze?
Are you joking?	Machen Sie Witze?
Are you lonely?	Sind Sie einsam?
Are you lonely?	Bist du einsam?
Are you lonely?	Seid ihr einsam?
Are you polite?	Bist du höflich?
Are you scared?	Hast du Angst?
Are you scared?	Habt ihr Angst?
Are you single?	Bist du Junggeselle?
Are you single?	Bist du Single?
Are you stupid?	Bist du doof?
Are you two OK?	Seid ihr beide in Ordnung?
Are you two OK?	Geht es euch beiden gut?
Aren't you Tom?	Bist du nicht Tom?
Aren't you hot?	Ist dir nicht heiß?
Aren't you hot?	Ist Ihnen nicht heiß?
Aren't you hot?	Ist euch nicht heiß?
Aren't you sad?	Bist du nicht traurig?
Autumn is here.	Der Herbst ist da.
Be a good girl.	Sei artig.
Be an optimist.	Sei ein Optimist!
Be careful now.	Sei jetzt vorsichtig!
Be nice to Tom.	Sei nett zu Tom!
Be nice to Tom.	Seid nett zu Tom!
Be nice to her.	Sei nett zu ihr.
Be nice to her.	Seid nett zu ihr.
Be nice to her.	Seien Sie nett zu ihr.
Birds lay eggs.	Die Vögel legen Eier.
Birds scare me.	Ich habe Angst vor Vögeln.
Blow your nose.	Putz dir mal die Nase!
Boats can sink.	Boote können untergehen.
Boil the water.	Koch das Wasser.
Boil the water.	Kochen Sie das Wasser.
Boil the water.	Kocht das Wasser.
Both are alive.	Beide sind am Leben.
Brace yourself.	Bereiten Sie sich vor.
Breathe deeply.	Atme tief.
Breathe deeply.	Atmen Sie tief.
Breathe deeply.	Atmet tief.
Bring Tom here.	Bring Tom hierher!
Bring it to me.	Bring es mir.
Bring it to me.	Bringen Sie es mir.
Bring it to me.	Bringt es mir.
Buy Tom a beer.	Kauf Tom ein Bier.
Can I be frank?	Kann ich offen sein?
Can I buy that?	Kann ich das kaufen?
Can I come too?	Kann ich auch kommen?
Can I eat that?	Kann ich das essen?
Can I eat this?	Darf ich das essen?
Can I go first?	Darf ich zuerst gehen?
Can I have one?	Kann ich einen haben?
Can I help you?	Kann ich euch helfen?
Can I help you?	Kann ich Ihnen helfen?
Can I help you?	Kann ich dir helfen?
Can I help you?	Darf ich dir helfen?
Can I help you?	Darf ich Ihnen helfen?
Can I help you?	Kann ich Ihnen behilflich sein?
Can I join you?	Kann ich mich zu Ihnen gesellen?
Can I join you?	Kann ich mitmachen?
Can I kiss you?	Darf ich dich küssen?
Can I see that?	Kann ich das sehen?
Can I see that?	Darf ich das mal sehen?
Can I see this?	Kann ich das sehen?
Can I see, too?	Kann ich auch mal sehen?
Can I sit down?	Darf ich mich setzen?
Can I sit here?	Kann ich hier sitzen?
Can I talk now?	Kann ich jetzt reden?
Can I touch it?	Darf ich sie anfassen?
Can I touch it?	Darf ich es anfassen?
Can I use this?	Darf ich das hier benutzen?
Can Tom see us?	Kann Tom uns sehen?
Can it be true?	Kann es wahr sein?
Can it be true?	Kann es stimmen?
Can this be it?	Kann es das sein?
Can we ask Tom?	Können wir Tom fragen?
Can we come in?	Können wir reinkommen?
Can we do that?	Können wir das machen?
Can we do this?	Können wir das machen?
Can we eat now?	Können wir jetzt essen?
Can we join in?	Können wir mitmachen?
Can we stop it?	Können wir es stoppen?
Can't you swim?	Kannst du nicht schwimmen?
Can't you swim?	Könnt ihr nicht schwimmen?
Can't you swim?	Können Sie nicht schwimmen?
Catch the ball.	Fang den Ball.
Catch the ball.	Fangen Sie den Ball.
Catch the ball.	Fangt den Ball.
Cats are smart.	Katzen sind schlau.
Check everyone.	Überprüfen Sie alle.
Clean the room.	Reinige das Zimmer.
Close the book.	Schließ das Buch.
Close the book.	Mach das Buch zu.
Close the cage.	Mach den Käfig zu.
Close the cage.	Macht den Käfig zu.
Close the door.	Mach die Tür zu.
Close the door.	Mach die Türe zu.
Close the gate.	Schließe die Türe.
Close the gate.	Schließ das Tor.
Coffee, please.	Einen Kaffee bitte!
Comb your hair.	Kämm dir die Haare!
Come back here.	Komm wieder her!
Come back here.	Kommt wieder her!
Come back home.	Kommt zurück nach Hause.
Come back home.	Komm zurück nach Hause.
Come back home.	Kommen Sie zurück nach Hause.
Come back soon.	Komm bald zurück.
Come down here!	Komm herunter!
Come down here!	Kommen Sie herunter!
Come down here.	Komme hier herunter!
Come down here.	Kommen Sie hier herunter!
Come here soon.	Komm bald hierher.
Come here, Tom.	Komm her, Tom.
Come home soon.	Komm bald nach Hause!
Come on, do it.	Na los, mach schon!
Come over here.	Komm her.
Come sit by me.	Komm, setz dich zu mir!
Copy this file.	Kopiere diese Datei.
Could you help?	Könnten Sie helfen?
Cows eat grass.	Kühe fressen Gras.
Cows give milk.	Kühe geben Milch.
Cut it in half.	Schneide ihn in zwei Teile.
Cut it in half.	Schneide es in zwei Hälften.
Cut it in half.	Schneiden Sie es in zwei Hälften.
Cut it in half.	Schneide es in zwei Teile.
Cut it in half.	Schneide es mitten durch.
Cut it in half.	Halbiere es.
Cut it in half.	Schneide es entzwei.
Cut the engine.	Mach den Motor aus.
Cut the engine.	Macht den Motor aus.
Cut the engine.	Machen Sie den Motor aus.
Cut your nails.	Schneide dir die Nägel!
Death is scary.	Der Tod macht Angst.
Did I say that?	Habe ich das gesagt?
Did Tom buy it?	Hat Tom das gekauft?
Did Tom escape?	Ist Tom entkommen?
Did Tom notice?	Hat Tom es bemerkt?
Did Tom object?	Hatte Tom etwas einzuwenden?
Did Tom see it?	Hat Tom das gesehen?
Did she say it?	Hat sie das gesagt?
Did we do well?	Haben wir gut abgeschnitten?
Did we have it?	Hatten wir das?
Did you buy it?	Hast du es gekauft?
Did you forget?	Hast du es vergessen?
Did you forget?	Haben Sie es vergessen?
Did you go out?	Bist du rausgegangen?
Did you go out?	Seid ihr rausgegangen?
Did you say 30?	Sagtest du dreißig?
Did you say 30?	Sagtet ihr dreißig?
Did you say 30?	Sagten Sie dreißig?
Did you see it?	Hast du es gesehen?
Did you see it?	Habt ihr es gesehen?
Did you see it?	Haben Sie es gesehen?
Didn't Tom cry?	Hat Tom nicht geweint?
Didn't Tom win?	Hat Tom nicht gewonnen?
Dinner's ready!	Das Abendessen ist fertig.
Dinner's ready.	Das Abendessen ist fertig.
Do as you like.	Mache, was du willst.
Do as you want.	Mach's, wie du es für richtig hältst.
Do as you want.	Mache, was du willst.
Do it now, Tom.	Mach es jetzt, Tom!
Do it this way.	Mach' es auf diese Weise.
Do it tomorrow.	Erledige es morgen!
Do it tomorrow.	Erledigen Sie es morgen!
Do it tomorrow.	Mach's morgen!
Do it your way.	Mach es auf deine Weise.
Do it your way.	Macht es auf eure Weise.
Do it your way.	Machen Sie es auf Ihre Weise.
Do it yourself.	Mach es selbst.
Do it yourself.	Mach es selber.
Do that for me.	Tu das für mich!
Do that for me.	Tun Sie das für mich!
Do that for me.	Tut das für mich!
Do tigers purr?	Schnurren Tiger?
Do we have one?	Haben wir einen?
Do we have one?	Haben wir eine?
Do we have one?	Haben wir eins?
Do we know you?	Kennen wir dich?
Do you deny it?	Leugnest du?
Do you deny it?	Leugnen Sie?
Do you do yoga?	Machst du Yoga?
Do you do yoga?	Macht ihr Yoga?
Do you do yoga?	Machen Sie Yoga?
Do you do yoga?	Betreibst du Yoga?
Do you do yoga?	Betreibt ihr Yoga?
Do you do yoga?	Betreiben Sie Yoga?
Do you hate me?	Hasst du mich?
Do you have it?	Hast du’s?
Do you have it?	Habt ihr’s?
Do you have it?	Haben Sie’s?
Do you hear me?	Hörst du mich?
Do you know it?	Weißt du es?
Do you know me?	Kennen Sie mich?
Do you know me?	Kennst du mich?
Do you know us?	Kennst du uns?
Do you know us?	Kennt ihr uns?
Do you know us?	Kennen Sie uns?
Do you like it?	Magst du es?
Do you like it?	Gefällt es dir?
Do you like me?	Magst du mich?
Do you love me?	Liebst du mich?
Do you love me?	Liebt ihr mich?
Do you love me?	Lieben Sie mich?
Do you mean us?	Meinst du uns?
Do you miss it?	Vermisst du es?
Do you miss me?	Vermisst du mich?
Do you miss me?	Vermissen Sie mich?
Do you need me?	Brauchst du mich?
Do you need me?	Brauchen Sie mich?
Do you need me?	Braucht ihr mich?
Do you read me?	Könnt ihr mich hören?
Do you read me?	Hörst du mich?
Do you recycle?	Recyceln Sie?
